hhnum,initintrvmon,startmon,initfinaldays,initialdate_flag,startdate_edit,startlag,matchconsenthh,nonmetro,region,rural,tsstrata,tspsu,hhwgt,targetgroup,resunitsize,hhsize,famsize,numguests,guestspay,hhsizechange,hhsizechild,hhsizemove,hhsizechangeoth,inchhavg_r,inchhavg_flag,pctpovguidehh_r,povguide_hh,povthresh_hh,inchhimp1_r,inchhimp2_r,inchhimp3_r,inchhimp4_r,inchhimp5_r,inchhreported_r,incfamavg_r,povguide_fam,povthresh_fam,incfamreported_r,incworksheet,selfemployhh,selfemployfoodhh,jobchangeany,jobchangecat,earnlessnum_r,earnmorenum_r,earnsamenum,housingown,housingpub,housingsub,liqassets,anyvehicle,vehiclenum,caraccess,largeexp,exprentmrtg_r,exphomeins_r,expproptax_r,exppubtrans_r,expelectric_r,expheatfuel_r,expwastedisp_r,exphealthins_r,expcopay_r,expdoctor_r,exprx_r,expchildcare_r,expchildsupport_r,expadultcare_r,snapnowhh,snapnowreport,snapnowadmin,snapever,snap12mos,snaplastamt_r,snapusualamt,snapdays_initial,snapdays1,snapdays2,snapdays3,snapdays4,snapdays5,snapdays6,snapdays7,snapdays_final,snapdays_initial_u,snapdays1_u,snapdays2_u,snapdays3_u,snapdays4_u,snapdays5_u,snapdays6_u,snapdays7_u,snapdays_final_u,usdafoods,schservebrkfst,wiccategelig,anypregnant,wichh,mealdelivery,mealfacility,adltfsraw,adltfscat,foodsufficient,foodsecureq1,foodsecureq2,foodsecureq3,foodsecureq4,foodsecureq5,foodsecureq6,foodsecureq7,foodsecureq8,foodsecureq9,foodsecureq10,grocerylistfreq,primstoreplaceid,primstoresnaptype,primstoretype,primstoreedit_type,primstoreedit_filltype,primstoredist_s,primstoredist_d,primstoretime_d,primstoredist_w,primstoretime_w,primstoretravelmode,primstoretravelcost,primstoretraveltime,primstoreprices,primstoreproduce,primstoremeat,primstorequality,primstorevariety,primstorespecial,primstoreclose,primstoreloyalty,primstoreothreason,whynotsupermkt1,whynotsupermkt2,whynotsupermkt3,whynotsupermkt4,whynotsupermkt5,whynotsupermkt6,whynotsupermkt7,whynotsupermkt8,whynotsupermkt9,whynotsupermktoth,altstoreplaceid,altstoresnaptype,altstoretype,altstoreedit_type,altstoreedit_filltype,altstorereason,altstoredist_s,altstoredist_d,altstoretime_d,altstoredist_w,altstoretime_w,evershopother,foodstorenum,shopconv,shopbigbox,shopclub,shopdollar,shopbakery,shopmeatfish,shopvegstand,shopanyother,shopothnone,foodpantry,gardenown,gardenelse,farmersmarket,huntfish,dietstatuspr,dietstatushh,healthycost,healthytime,healthytastepr,healthytastehh,eathealthyhh,myplate,myplatefollow,mypyramid,foodpyramid,mypyramidsearch,mypyramidfollow,fruitsveg,nutritionfacts,nutritioneduc,nutritionsearch,anyvegetarian,anylactoseintol,anyfoodallergy,allergywheat,allergymilk,allergyegg,allergyfish,allergyshellfish,allergycorn,allergypeanut,allergyothnut,allergysoy,allergyoth,anydieting,anytobacco,anyillness,fincondition,billrevfreq,billsontimefreq,payaboveminfreq,billpayprob6mos,evicted6mos,utilnotpaid6mos,cashadv6mos,paydayloan6mos,ndinnersouthh,nmealshome,nmealstogether,mealguestany,mealguest_flag,mealguestdays,mealguestdays_flag,mealguestsun,mealguestmon,mealguesttue,mealguestwed,mealguestthu,mealguestfri,mealguestsat,nguestbrkfstsun_r,nguestbrkfstmon_r,nguestbrkfsttue_r,nguestbrkfstwed_r,nguestbrkfstthu_r,nguestbrkfstfri_r,nguestbrkfstsat_r,nguestlunchsun_r,nguestlunchmon_r,nguestlunchtue_r,nguestlunchwed_r,nguestlunchthu_r,nguestlunchfri_r,nguestlunchsat_r,nguestdinnersun_r,nguestdinnermon_r,nguestdinnertue_r,nguestdinnerwed_r,nguestdinnerthu_r,nguestdinnerfri_r,nguestdinnersat_r,nguestsnacksun_r,nguestsnackmon_r,nguestsnacktue_r,nguestsnackwed_r,nguestsnackthu_r,nguestsnackfri_r,nguestsnacksat_r,units12,units34,elig_units1,elig_units2,elig_units3,elig_units4,benest1_hh,benest2_hh,benest3_hh,benest4_hh,feedback1,feedback2,feedback3,feedback4_1,feedback4_2,feedback4_3,feedback4_4,feedback4_5,feedback4_6,feedback4_7,feedback4_8
100055,10,10,9,0,0,1,1,0,3,1,14,35,27100.26637,2,4,4,4,0,0,0,-996,-996,-996,2000,0,104.1214751,1920.833333,1940.25,2000,2000,2000,2000,2000,2000,2000,1920.833333,1940.25,2000,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,2,-996,0,350,41.67,0,0,220,0,0,300,120,300,10,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,1,0,0,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,5,1162548,SS,121,,,8.022,9.79,14.02,-996,-996,1,-996,25,0,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1030941,SM,122,,,7,2.511,3.554,6.67,-996,-996,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,1,0,0,-996,0,1,-996,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,5,3,0,0,0,0,0,7,7,12,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,234,234,234,234,1,1,2,0,0,0,0,0,0,0,1
100059,10,10,14,0,0,1,1,0,4,0,1,5,6797.919303,3,4,4,4,0,0,0,-996,-996,-996,5995,0,312.1041215,1920.833333,1940.25,5995,5995,5995,5995,5995,5995,5995,1920.833333,1940.25,5995,1,0,-996,1,1,0,1,0,2,-996,-996,1,1,4,-996,0,1895,0,0,0,110,16,84,0,20,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,1,0,0,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,5,1015134,SS,123,,,1.82,2.089,7.47,-996,-996,1,-996,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1110433,SM,122,,,4,2.82,3.88,9.32,-996,-996,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,1,0,0,0,-996,0,1,-996,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,5,4,-996,-996,-996,-996,-996,2,3,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
100060,7,7,8,0,0,1,1,0,2,0,4,9,10144.73258,2,2,2,2,0,0,0,-996,-996,-996,1377,0,109.2134831,1260.833333,1281.166667,1377,1377,1377,1377,1377,1377,1377,1260.833333,1281.166667,1377,1,0,-996,0,-996,-996,-996,-996,1,0,0,1,0,-996,0,0,500,0,0,50,60,0,0,0,0,0,5,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,1,1,0,1,3,3,3,3,0,-996,0,0,0,-996,-996,1,1072696,SS,121,,,0.396,0.777,4.6,0.556,10.93,4,-996,20,0,0,0,0,1,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,121,0,1,1,-996,-996,-996,-996,-996,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,1,0,1,-996,0,-996,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,5,6,-996,-996,-996,-996,-996,2,3,3,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,129,129,129,129,4,2,2,0,0,0,0,0,0,0,1
100061,9,9,8,0,0,1,1,0,3,1,19,22,24662.56076,3,1,1,1,0,0,0,-996,-996,-996,3025.4,0,325.0205909,930.8333333,995.4166667,3025.4,3025.4,3025.4,3025.4,3025.4,3025.4,3025.4,930.8333333,995.4166667,3025.4,1,0,-996,0,-996,-996,-996,-996,1,0,0,1,1,1,-996,0,495,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,1,0,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,5,1037370,SS,121,,,4.157,6.426,9.12,-996,-996,1,-996,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1086749,SM,122,,,5,3.135,5.305,8.53,-996,-996,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-996,1,1,0,-996,0,0,-996,1,-996,0,-996,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,5,0,0,0,0,0,-996,7,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
100067,8,8,10,0,0,1,1,0,2,0,2,56,67166.09569,3,6,6,5,0,0,0,-996,-996,-996,8952.67,0,346.8906684,2580.833333,2556.5,8952.67,8952.67,8952.67,8952.67,8952.67,8952.67,3104.84,2250.833333,2248.416667,3104.84,0,0,-996,1,1,0,0,1,2,-996,-996,1,1,2,-996,1,672,0,0,0,220,0,12,606.67,572,0,100,433.33,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,0,0,0,0,1,2,2,2,3,3,0,-996,0,0,0,-996,-996,5,1024659,SS,121,,,0.972,1.616,5.03,1.617,31.62,1,-996,5,0,0,0,0,1,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,,,,-996,-996,-996,-996,-996,-996,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,1,1,0,1,0,0,-996,1,-996,0,-996,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,5,1,0,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1
100069,5,5,8,0,0,1,1,0,4,0,23,34,2865.921452,4,4,4,4,0,0,1,0,0,1,2822,0,146.9154013,1920.833333,2005.75,2822,2822,2822,2822,2822,2822,2822,1920.833333,2005.75,2822,1,0,-996,0,-996,-996,-996,-996,3,0,0,1,1,2,-996,1,-996,45,0,0,60,20,40,100,60,80,35,0,0,0,1,1,1,-996,-996,5,3,16,17,18,19,20,21,22,23,24,16,17,18,19,20,21,22,23,24,0,1,1,0,-996,0,0,3,3,2,2,2,2,0,-996,0,0,0,-996,-996,3,1077915,SM,122,,,1.925,2.566,5.15,-996,-996,1,-996,4,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1051321,SM,122,,,7,1.496,2.124,4.68,-996,-996,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,-996,0,1,-996,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,6,1,0,1,0,1,1,14,7,1,0,7,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,3,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,47,47,47,47,2,4,2,0,0,0,0,0,0,0,1
100073,5,5,8,0,0,1,1,1,1,1,9,15,3102.136918,4,2,2,2,0,0,0,-996,-996,-996,1935,0,153.4699273,1260.833333,1156.5,1935,1935,1935,1935,1935,1935,1935,1260.833333,1156.5,1935,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,1,-996,0,0,0,25,0,101,235,20,-997,16,0,13,0,0,0,1,1,0,-996,-996,2,2,4,5,6,7,8,9,10,11,12,4,5,6,7,8,9,10,11,12,0,-996,0,-996,-996,0,0,4,3,1,2,2,2,0,-996,1,0,0,0,-996,5,1049502,SS,121,0,0,10.847,15.194,22.75,-996,-996,3,-996,30,0,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,,,,-996,-996,-996,-996,-996,-996,0,-996,1,1,0,1,0,1,0,0,0,0,0,1,1,0,4,3,1,0,0,0,1,0,-996,1,-996,0,-996,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,5,6,0,0,0,0,0,0,7,0,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,16,16,16,16,1,2,1,0,0,0,0,0,0,0,1
100074,6,6,7,0,0,1,1,0,1,0,24,51,4066.352999,3,5,5,3,0,0,0,-996,-996,-996,6253,0,277.8082192,2250.833333,2379.833333,6253,6253,6253,6253,6253,6253,3993,1590.833333,1496.583333,3993,1,0,-996,1,1,0,0,1,2,-996,-996,1,1,2,-996,0,250,0,0,30,120,100,120,0,35,50,0,0,0,0,0,0,0,1,1,3,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,0,1,2,3,3,3,-996,-996,-996,-996,-996,-996,-996,3,-996,,122,0,1,-996,-996,-996,-996,-996,1,-996,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1142340,SS,121,,,9,3.565,4.773,12.37,-996,-996,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,-996,0,1,-996,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,4,2,0,0,0,0,0,0,1,0,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1
100076,11,11,8,0,0,1,1,0,2,0,7,21,4422.926692,4,4,4,3,0,0,0,-996,-996,-996,4580,0,238.4381779,1920.833333,1940.25,4580,4580,4580,4580,4580,4580,1080,1590.833333,1541.5,1080,0,0,-996,0,-996,-996,-996,-996,1,1,-996,1,1,3,-996,1,213,65.1,0,0,90,0,0,224,310,0,0,0,0,0,1,1,1,-996,-996,8,1,26,27,28,29,0,1,2,3,4,26,27,28,29,30,31,32,33,34,0,1,1,0,-996,0,0,6,4,2,2,2,2,1,5,1,0,0,0,-996,4,1160915,SS,121,,,2.68,3.741,8.75,-996,-996,1,-996,15,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-996,,,,,-996,-996,-996,-996,-996,-996,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,0,0,1,1,0,1,-996,0,-996,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,4,6,-996,-996,-996,-996,-996,0,-997,0,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1
100083,8,8,8,0,0,1,1,0,2,0,4,24,68153.59776,2,1,1,1,0,0,0,-996,-996,-996,1523,0,163.6168308,930.8333333,995.4166667,1523,1523,1523,1523,1523,1523,1523,930.8333333,995.4166667,1523,0,0,-996,0,-996,-996,-996,-996,1,0,0,3,1,1,-996,1,625,20,0,0,40,0,0,0,0,75,50,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,-996,0,-996,-996,0,0,2,2,2,2,3,2,0,-996,0,0,0,-996,-996,5,1037308,SS,121,,,4.821,7.162,13.98,-996,-996,1,-996,10,1,0,0,0,1,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1095950,SS,121,,,1,5.243,6.308,10.57,-996,-996,1,4,1,1,0,1,0,0,1,0,0,1,0,1,1,0,3,-996,1,0,0,-996,0,0,-996,0,1,-996,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,4,4,0,0,0,0,0,-996,3,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,16,16,16,16,1,6,1,0,0,0,0,0,0,0,1
100088,9,9,10,0,0,1,1,0,2,0,7,21,32873.70681,3,3,3,3,0,0,0,-996,-996,-996,3600,0,226.2964903,1590.833333,1540,3600,3600,3600,3600,3600,3600,3600,1590.833333,1540,3600,1,0,-996,0,-996,-996,-996,-996,1,0,0,3,1,4,-996,0,690,25,0,0,115,0,45,400,150,175,68,0,568,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,0,-996,0,0,1,2,1,3,3,2,0,-996,0,0,0,-996,-996,5,1103690,SS,121,,,0.569,0.966,3.38,0.817,15.93,1,-996,3,0,1,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1160915,SS,121,,,1,3.119,4.509,9.23,-996,-996,0,-996,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,-996,1,-996,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,6,1,0,0,0,0,0,3,0,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,1
100093,6,6,8,0,0,1,1,0,4,0,1,5,6704.774255,3,5,5,5,0,0,0,-996,-996,-996,4200,0,186.5975565,2250.833333,2283.333333,4200,4200,4200,4200,4200,4200,4200,2250.833333,2283.333333,4200,0,1,0,0,-996,-996,-996,-996,1,0,0,1,1,2,-996,1,2200,0,0,0,40,60,70,0,0,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,0,-996,0,0,8,4,2,1,1,1,1,18,1,1,1,0,-996,5,1043085,SM,122,,,0.613,0.764,3.37,0.716,14.12,1,-996,5,0,0,0,1,0,0,1,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1008589,SM,122,,,1,0.61,0.749,3.13,0.749,14.63,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,1,1,1,-996,0,-996,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,5,1,0,0,0,0,0,0,7,7,1,0,7,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1
100095,8,9,9,0,0,1,1,0,2,0,3,54,30372.05962,2,1,1,1,0,0,0,-996,-996,-996,1534,0,164.7985676,930.8333333,917.5833333,1534,1534,1534,1534,1534,1534,1534,930.8333333,917.5833333,1534,0,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,0,-996,-996,1,602,0,0,0,355,31,12.08,121,0,28.11,44,0,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,1,3,3,2,2,2,2,0,-996,0,0,0,-996,-996,3,1135321,SM,122,,,0.297,0.566,2.52,0.396,7.75,3,-996,5,0,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,,,,-996,-996,-996,-996,-996,-996,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,-996,1,0,0,-996,0,0,-996,0,0,-996,-996,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,3,2,0,0,1,0,0,-996,7,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,16,16,16,16,1,3,2,0,0,0,0,0,0,0,1
100104,9,9,8,0,0,1,0,0,4,0,21,50,63686.84311,3,3,3,3,0,0,0,-996,-996,-996,12320,0,774.4368779,1590.833333,1540,12320,12320,12320,12320,12320,12320,12320,1590.833333,1540,12320,1,0,-996,0,-996,-996,-996,-996,1,0,0,3,1,2,-996,0,1350,40,0,0,30,20,0,120,10,0,0,470,0,0,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,1,0,0,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,1,1017638,SM,122,,,1.315,1.837,5.65,-996,-996,1,-996,2,0,0,1,1,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,,,,-996,-996,-996,-996,-996,-996,0,-996,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,-996,0,1,-996,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,5,4,-996,-996,-996,-996,-996,1,5,1,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
100106,5,5,9,0,0,1,1,0,3,1,13,17,7071.908815,2,3,3,3,0,0,0,-996,-996,-996,2613,0,164.2535359,1590.833333,1541.5,2613,2613,2613,2613,2613,2613,2613,1590.833333,1541.5,2613,1,0,-996,0,-996,-996,-996,-996,1,1,-996,1,1,1,-996,0,821,13,0,0,128,0,55,23,45,0,20,0,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,0,-996,0,0,7,4,2,2,2,2,1,4,1,1,0,0,-996,1,1025323,SS,121,,,2.052,3.108,8.38,-996,-996,1,-996,5,1,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,,,,-996,-996,-996,-996,-996,-996,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4,1,0,0,0,0,0,-996,0,1,-996,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,5,5,6,0,0,0,0,0,1,3,3,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1
100107,6,6,8,0,0,1,1,0,1,0,24,51,1804.004493,4,4,4,4,0,0,0,-996,-996,-996,1192.643673,1,62.08990923,1920.833333,2005.75,798.3318135,720,1875.301404,720,1849.585148,720,1192.643673,1920.833333,2005.75,720,1,0,-996,0,-996,-996,-996,-996,1,0,0,1,0,-996,-996,0,400,0,0,20,80,79,114,0,0,0,0,0,0,0,1,1,1,-996,-996,14,1,3,4,5,6,7,8,9,10,11,3,4,5,6,7,8,9,10,11,0,1,0,-996,-996,0,0,0,1,2,3,3,3,-996,-996,-996,-996,-996,-996,-996,3,1104922,SM,122,0,0,1.157,1.466,5.17,-996,-996,2,-996,15,1,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,106,0,1,1,-996,-996,-996,-996,-996,0,-996,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,-996,1,-996,0,-996,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,6,-996,-996,-996,-996,-996,0,7,21,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,668,668,668,668,1,1,1,0,0,0,0,0,0,0,1
100110,10,10,8,0,0,1,1,0,1,0,24,51,945.743722,4,5,5,5,0,0,0,-996,-996,-996,2639.989889,1,117.2894434,2250.833333,2379.833333,2603.8,2634.817686,2753.731761,2603.8,2603.8,2603.8,2639.989889,2250.833333,2379.833333,2603.8,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,3,-996,1,325,0,10.08,0,200,80,35,0,0,0,0,0,0,0,1,1,1,-996,-996,3,1,11,12,13,14,15,16,17,18,19,11,12,13,14,15,16,17,18,19,0,-996,1,0,-996,0,0,6,4,4,1,2,2,1,15,1,0,0,0,-996,5,1041385,SM,122,,,3.913,4.235,9.27,-996,-996,1,-996,5,0,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1072340,CO,106,,,7,2.56,2.709,6.2,-996,-996,1,4,1,1,0,1,0,0,0,0,0,0,1,1,1,0,3,3,1,0,0,0,0,0,-996,1,-996,0,-996,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,5,6,1,0,1,0,0,0,5,4,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,126,94,126,94,1,3,2,0,0,0,0,0,0,0,1
